PT08.S1(CO),PT08.S2(NMHC),PT08.S4(NO2),T,RH,AH,Hour,DayOfWeek,NOx(GT)
1472.0,1290.0,1942.0,21.8,72.7,1.8789,18,0,523.0
1052.0,906.0,1516.0,34.0,33.6,1.7591,14,1,141.0
914.0,845.0,1583.0,22.3,44.9,1.1973,19,0,93.0
1119.0,984.0,1539.0,20.1,66.7,1.5548,22,5,311.0
1027.0,1024.0,1588.0,31.3,29.1,1.3054,13,2,162.0
1274.0,1294.0,1595.0,21.0,37.2,0.9155,10,1,667.0
1386.0,1522.0,1990.0,34.1,23.0,1.2081,17,0,505.0
911.0,777.0,796.0,0.8,36.3,0.2388,21,1,310.0
1180.0,1157.0,1874.0,29.8,38.8,1.6029,10,1,141.0
902.0,735.0,1410.0,23.0,46.2,1.2783,3,2,141.0
1247.0,1059.0,1550.0,18.3,57.9,1.2047,15,1,355.0
1166.0,970.0,1136.0,4.9,67.1,0.5863,1,6,487.0
989.0,791.0,953.0,11.5,33.1,0.4479,13,4,213.0
1031.0,945.0,1697.0,24.6,44.9,1.3661,8,5,100.0
1056.0,886.0,1721.0,20.8,80.9,1.9637,20,3,127.0
922.0,764.0,1415.0,18.1,72.5,1.4876,5,2,162.0
911.0,745.0,1428.0,19.9,65.5,1.5078,4,1,141.0
872.0,782.0,1607.0,19.5,59.4,1.3328,5,3,75.0
948.0,829.0,1638.0,25.2,47.8,1.5076,2,6,40.0
1326.0,1190.0,1509.0,8.2,74.9,0.8184,8,3,624.0
744.0,525.0,1097.0,15.5,53.3,0.9308,6,5,25.0
943.0,777.0,1333.0,29.2,28.6,1.1423,12,0,141.0
954.0,940.0,1518.0,25.4,30.1,0.9602,0,3,78.0
1095.0,977.0,1562.0,14.6,82.9,1.3706,6,4,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,20,3,1028.0
1132.0,1091.0,1795.0,36.3,23.4,1.3902,11,0,169.0
927.0,774.0,976.0,8.6,45.1,0.5038,19,3,141.0
1080.0,768.0,924.0,3.6,51.7,0.4123,6,2,237.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,4,6,41.0
1064.0,785.0,1184.0,12.3,64.6,0.9229,1,3,210.0
821.0,696.0,1013.0,7.2,62.2,0.6362,1,1,141.0
1240.0,1168.0,1714.0,20.5,63.0,1.5043,22,2,308.0
908.0,657.0,1460.0,20.5,78.2,1.8678,2,2,141.0
1117.0,1020.0,1731.0,35.8,28.7,1.6626,11,3,104.0
1053.0,1072.0,1495.0,20.9,40.3,0.9866,17,6,141.0
1071.0,808.0,1046.0,5.4,65.9,0.5947,4,4,221.0
1288.0,1178.0,1300.0,7.0,43.4,0.4366,19,2,433.0
1510.0,1291.0,1949.0,9.5,69.6,0.8273,7,3,342.0
871.0,628.0,1228.0,16.5,68.5,1.2753,0,6,141.0
952.0,758.0,1203.0,15.6,60.1,1.0557,1,5,216.0
918.0,863.0,1408.0,19.8,33.6,0.767,17,5,141.0
843.0,656.0,1271.0,22.1,49.8,1.3094,2,1,55.0
1126.0,830.0,1528.0,27.9,43.4,1.6017,10,6,141.0
947.0,926.0,1484.0,31.9,20.4,0.9462,19,5,81.0
872.0,718.0,1223.0,16.3,56.8,1.047,1,2,106.0
1074.0,784.0,1483.0,14.8,60.6,1.0148,1,1,79.0
1084.0,1004.0,1761.0,35.6,29.2,1.6684,12,0,90.0
1307.0,1063.0,1432.0,19.6,47.8,1.0781,19,0,508.0
1096.0,921.0,1534.0,24.3,45.4,1.365,8,0,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,8,6,59.0
840.0,685.0,1339.0,38.2,19.6,1.2915,15,5,33.0
1074.0,832.0,1230.0,13.5,59.9,0.9261,11,0,244.0
1477.0,1412.0,1704.0,10.3,66.3,0.8286,17,4,733.0
1169.0,841.0,1361.0,22.3,43.9,1.1695,13,5,232.0
799.0,555.0,1320.0,12.8,66.0,0.969,3,1,141.0
969.0,962.0,1316.0,23.3,28.3,0.8012,15,0,244.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,15,3,1058.0
950.0,762.0,1616.0,21.9,72.8,1.8944,2,4,60.0
924.0,814.0,1519.0,25.2,47.4,1.4978,9,6,141.0
1525.0,1246.0,1847.0,14.4,43.4,0.7084,19,4,202.0
1507.0,1292.0,1379.0,7.3,50.8,0.5226,12,1,1017.0
1593.0,1378.0,2159.0,14.6,76.0,1.2573,17,4,309.0
1089.0,893.0,1609.0,38.9,21.4,1.4605,18,6,90.0
1154.0,876.0,1561.0,9.6,68.8,0.8243,6,3,153.0
1209.0,1082.0,1662.0,38.3,19.4,1.2851,18,1,143.0
802.0,651.0,1282.0,32.4,19.3,0.922,15,6,22.0
993.0,913.0,1601.0,12.6,65.4,0.9529,2,6,141.0
1579.0,1359.0,1998.0,25.3,26.1,0.8264,13,1,252.0
955.0,918.0,1511.0,19.5,36.9,0.8258,22,5,102.0
1111.0,1126.0,1883.0,27.3,37.5,1.342,20,3,160.0
1239.0,1129.0,1839.0,28.9,39.1,1.537,23,2,121.0
1771.0,1470.0,2262.0,17.4,45.6,0.8993,10,0,394.0
1167.0,1231.0,1745.0,23.8,46.1,1.3373,17,3,365.0
775.0,609.0,1190.0,20.2,46.7,1.0899,5,5,58.0
989.0,825.0,1602.0,25.1,48.5,1.5266,4,5,47.0
878.0,702.0,1373.0,18.3,70.8,1.4794,4,2,59.0
790.0,471.0,669.0,-1.4,44.9,0.2536,4,2,81.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,15,2,842.0
897.0,738.0,1471.0,19.1,76.0,1.6668,4,3,72.0
709.0,437.0,787.0,12.0,37.3,0.5239,5,4,31.0
843.0,544.0,1442.0,24.4,57.9,1.7476,7,6,20.0
1165.0,957.0,1452.0,14.1,84.1,1.3461,2,4,308.0
890.0,727.0,1290.0,16.9,70.5,1.3504,6,2,151.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,13,4,723.0
1093.0,1076.0,1457.0,30.3,23.0,0.977,10,4,353.0
1272.0,1111.0,1279.0,4.3,58.6,0.4915,8,4,470.0
787.0,415.0,667.0,3.4,38.9,0.3075,5,0,39.0
1202.0,1083.0,1410.0,11.0,74.4,0.9736,11,2,629.0
1270.0,1189.0,1917.0,28.6,38.7,1.4921,0,4,157.0
1047.0,671.0,1147.0,12.0,69.2,0.9697,6,1,115.0
1010.0,833.0,1332.0,17.5,27.9,0.5517,13,0,91.0
840.0,586.0,1499.0,26.1,60.3,2.012,5,4,25.0
1174.0,979.0,1282.0,8.3,64.4,0.7072,13,1,316.0
982.0,990.0,1018.0,15.1,20.8,0.3536,15,3,378.0
1238.0,1144.0,1939.0,28.5,48.5,1.8607,9,1,188.0
1045.0,940.0,1658.0,27.4,33.4,1.2022,21,5,90.0
804.0,468.0,1166.0,15.7,45.4,0.8063,4,2,12.0
909.0,709.0,953.0,4.8,64.6,0.563,7,6,206.0
811.0,644.0,1289.0,18.2,60.8,1.2567,6,6,76.0
1396.0,1296.0,1991.0,17.0,50.2,0.9646,9,2,141.0
972.0,715.0,1258.0,9.9,50.2,0.6103,23,4,66.0
1118.0,1084.0,1723.0,38.2,21.8,1.4312,17,4,104.0
1035.0,917.0,1606.0,11.3,70.4,0.9443,6,1,135.0
839.0,725.0,1368.0,24.1,32.0,0.9467,2,5,36.0
740.0,568.0,1404.0,22.8,48.1,1.3184,4,4,19.0
863.0,664.0,1381.0,13.2,61.7,0.9328,2,2,141.0
1011.0,875.0,1446.0,20.6,60.9,1.4642,23,0,141.0
792.0,597.0,1320.0,24.3,46.3,1.3857,4,5,141.0
958.0,873.0,1550.0,24.2,36.9,1.0966,14,0,122.0
1051.0,1039.0,1641.0,29.7,28.1,1.1544,20,3,107.0
1189.0,999.0,1286.0,6.2,84.1,0.8018,22,6,411.0
1017.0,1039.0,1149.0,18.1,21.0,0.4321,14,1,457.0
915.0,834.0,1243.0,19.1,37.0,0.8104,11,5,168.0
1058.0,1023.0,1580.0,30.9,19.7,0.8649,15,0,81.0
1321.0,1426.0,1859.0,29.7,12.2,0.5007,18,1,141.0
1396.0,1306.0,1934.0,33.4,26.8,1.3586,11,3,361.0
1058.0,1016.0,1625.0,33.8,25.8,1.3338,15,1,209.0
1020.0,860.0,1649.0,27.0,40.8,1.4286,9,3,93.0
783.0,580.0,647.0,3.3,29.2,0.2288,12,1,174.0
738.0,545.0,1266.0,17.7,49.7,0.997,5,5,18.0
1230.0,1020.0,1301.0,13.5,49.4,0.7598,12,5,414.0
1258.0,1124.0,1363.0,22.8,24.6,0.6736,17,1,408.0
974.0,690.0,1313.0,9.4,62.6,0.7398,2,4,67.0
1215.0,1164.0,1689.0,27.0,22.3,0.786,17,1,155.0
892.0,614.0,843.0,20.5,21.9,0.5215,13,5,137.0
989.0,900.0,1401.0,16.8,74.9,1.4258,1,1,231.0
1527.0,1293.0,1907.0,28.7,45.1,1.7468,17,5,378.0
972.0,799.0,1425.0,19.7,68.6,1.5563,1,6,199.0
1171.0,1049.0,1418.0,18.4,52.6,1.1064,12,0,438.0
869.0,648.0,1401.0,22.7,60.8,1.6519,2,1,141.0
885.0,638.0,1248.0,29.9,29.6,1.2296,9,6,141.0
1136.0,1067.0,1143.0,7.4,44.6,0.4613,13,6,477.0
1148.0,1054.0,1233.0,10.2,43.1,0.5366,18,4,353.0
1371.0,1083.0,1669.0,14.8,53.9,0.9024,0,3,154.0
940.0,849.0,1509.0,18.5,48.7,1.0286,1,5,93.0
830.0,596.0,1145.0,17.9,30.7,0.6234,13,6,54.0
938.0,785.0,969.0,4.2,50.1,0.4168,9,1,243.0
1137.0,1165.0,1840.0,36.6,23.3,1.4042,18,4,121.0
1428.0,1329.0,2102.0,19.1,52.3,1.1486,20,3,250.0
888.0,683.0,1483.0,20.3,49.3,1.1596,6,0,66.0
872.0,558.0,807.0,0.5,59.4,0.3841,4,1,114.0
991.0,937.0,1581.0,15.1,54.5,0.9309,13,3,91.0
1151.0,813.0,1156.0,10.6,55.9,0.7138,23,4,238.0
1305.0,1223.0,1720.0,23.7,49.8,1.4433,12,3,460.0
1146.0,1043.0,1169.0,8.1,41.0,0.4458,19,4,386.0
1610.0,1502.0,1697.0,5.5,69.3,0.6331,14,1,1023.0
965.0,716.0,1383.0,8.2,79.6,0.8672,2,3,56.0
1399.0,1387.0,1499.0,11.0,33.8,0.4436,19,1,768.0
860.0,616.0,873.0,10.5,37.8,0.4799,5,5,104.0
1230.0,1133.0,1909.0,33.6,35.7,1.8229,10,1,164.0
1083.0,911.0,1507.0,20.2,38.6,0.9016,23,1,107.0
1050.0,769.0,1409.0,12.3,57.8,0.8224,22,2,60.0
1365.0,1154.0,1679.0,29.3,15.8,0.6309,16,2,186.0
1293.0,965.0,1399.0,22.7,42.4,1.154,18,0,376.0
1087.0,1075.0,1558.0,27.3,20.5,0.7308,16,2,141.0
1182.0,951.0,1327.0,8.8,79.4,0.9033,7,2,479.0
941.0,800.0,917.0,12.6,30.6,0.4443,15,0,157.0
1349.0,1333.0,2256.0,27.4,48.6,1.7447,8,1,275.0
1311.0,1088.0,1402.0,11.1,62.0,0.8199,14,4,505.0
1673.0,1484.0,2008.0,19.4,56.3,1.25,19,4,649.0
1364.0,1328.0,1898.0,28.9,36.3,1.4291,16,0,141.0
1045.0,840.0,1656.0,29.1,37.4,1.4833,10,3,118.0
1001.0,811.0,1344.0,18.5,27.8,0.5843,18,6,98.0
871.0,611.0,1494.0,27.5,53.0,1.9097,5,3,11.0
938.0,685.0,870.0,4.9,43.7,0.3809,22,5,214.0
1409.0,1113.0,1850.0,25.2,40.1,1.2642,18,5,157.0
990.0,817.0,1071.0,10.2,49.4,0.6138,23,1,277.0
872.0,725.0,1471.0,21.1,53.2,1.3181,6,5,53.0
1454.0,1299.0,1606.0,4.8,74.6,0.647,8,3,863.0
998.0,714.0,1383.0,14.1,55.6,0.891,2,2,70.0
927.0,698.0,1537.0,35.5,34.9,1.9841,13,4,141.0
822.0,632.0,701.0,3.3,31.5,0.2464,15,1,187.0
839.0,690.0,1457.0,24.8,43.4,1.3366,2,4,34.0
942.0,723.0,1573.0,23.0,54.6,1.5177,7,6,36.0
1161.0,979.0,1375.0,16.7,57.3,1.0813,18,0,267.0
1140.0,963.0,1815.0,21.5,78.8,1.9939,17,3,122.0
1006.0,896.0,1697.0,30.3,45.1,1.9129,20,3,67.0
943.0,714.0,868.0,10.3,32.9,0.4131,13,6,191.0
849.0,522.0,779.0,3.6,48.0,0.3835,4,4,56.0
1268.0,926.0,1247.0,9.1,69.6,0.8045,8,5,281.0
1312.0,1299.0,2016.0,23.9,58.9,1.7276,20,2,443.0
1275.0,1294.0,1605.0,8.6,75.5,0.8469,19,1,141.0
1083.0,1051.0,1390.0,32.3,10.0,0.4747,16,1,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,0,5,50.0
1298.0,1473.0,1884.0,14.4,65.8,1.0773,8,0,141.0
1515.0,1066.0,1430.0,8.9,81.3,0.9277,4,6,345.0
1166.0,1007.0,1391.0,18.4,49.9,1.0453,15,0,289.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,17,1,1159.0
1112.0,980.0,1589.0,14.1,49.8,0.7971,15,1,131.0
842.0,454.0,788.0,5.8,59.4,0.5502,6,6,33.0
1338.0,1244.0,1847.0,20.2,79.1,1.85,15,4,592.0
1032.0,757.0,1182.0,9.5,81.7,0.9693,3,0,141.0
974.0,833.0,1577.0,36.8,29.5,1.8037,17,5,46.0
909.0,690.0,1488.0,35.1,32.1,1.7841,16,6,29.0
1135.0,1047.0,1175.0,13.9,32.3,0.5117,12,3,529.0
944.0,730.0,1495.0,37.4,28.2,1.7808,12,6,30.0
847.0,694.0,1240.0,21.5,45.6,1.1528,1,5,112.0
1182.0,845.0,1539.0,12.4,64.9,0.9332,7,4,115.0
826.0,560.0,1197.0,15.7,42.5,0.7539,1,1,25.0
888.0,625.0,763.0,7.8,28.3,0.3017,17,6,170.0
1096.0,1017.0,1743.0,21.4,48.0,1.2086,7,5,162.0
835.0,638.0,1506.0,24.3,58.4,1.7508,7,6,31.0
1308.0,1166.0,1794.0,12.8,55.8,0.821,11,1,220.0
1130.0,1368.0,1709.0,26.7,19.5,0.6754,19,2,141.0
1147.0,1065.0,1562.0,19.4,64.0,1.4282,20,3,292.0
1156.0,1100.0,1884.0,25.7,43.8,1.4262,14,1,143.0
1259.0,1295.0,1990.0,38.7,20.3,1.3743,18,4,188.0
1344.0,1496.0,2311.0,23.7,37.9,1.0988,8,0,287.0
967.0,719.0,1490.0,19.7,82.5,1.8674,21,1,141.0
1595.0,1628.0,1822.0,14.1,44.9,0.7194,17,0,1014.0
939.0,718.0,1395.0,21.3,45.5,1.1405,7,6,39.0
1249.0,1023.0,1640.0,25.7,49.2,1.5988,13,5,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,21,3,60.0
1263.0,1171.0,2029.0,24.0,49.3,1.4509,13,1,192.0
962.0,883.0,996.0,11.4,30.8,0.4148,17,4,141.0
1180.0,1023.0,1588.0,14.2,43.3,0.6982,17,4,127.0
892.0,580.0,1271.0,23.5,49.1,1.3991,5,0,141.0
1177.0,1142.0,1868.0,27.6,40.5,1.4715,22,3,133.0
1138.0,974.0,1716.0,23.9,46.5,1.3637,6,1,122.0
1320.0,1210.0,2052.0,29.3,40.0,1.6082,9,4,263.0
1014.0,864.0,1474.0,16.9,75.4,1.4393,1,0,167.0
1146.0,983.0,1518.0,20.4,66.7,1.583,0,5,201.0
973.0,777.0,844.0,13.9,20.7,0.3271,15,1,286.0
1107.0,777.0,1221.0,13.1,66.1,0.9913,0,0,183.0
1094.0,979.0,1633.0,33.3,28.2,1.4189,10,1,142.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,7,3,214.0
926.0,935.0,1262.0,20.1,30.3,0.7045,18,5,178.0
980.0,901.0,1369.0,29.7,25.4,1.044,22,5,141.0
1065.0,687.0,1492.0,14.2,66.2,1.063,7,6,72.0
951.0,835.0,1354.0,14.1,76.7,1.2273,2,1,141.0
1165.0,839.0,1214.0,19.5,40.2,0.901,14,5,220.0
1019.0,874.0,1235.0,14.5,56.5,0.9306,9,3,287.0
1514.0,1230.0,1996.0,15.8,53.7,0.9571,8,0,226.0
968.0,803.0,1586.0,24.4,50.5,1.5243,6,5,56.0
758.0,580.0,1374.0,22.1,44.3,1.1665,2,1,22.0
1438.0,1325.0,1993.0,15.6,47.4,0.8347,19,0,232.0
869.0,649.0,1249.0,14.7,80.7,1.3414,2,5,141.0
1102.0,1195.0,1762.0,28.5,27.8,1.0665,21,4,196.0
1256.0,996.0,1417.0,12.8,73.6,1.0851,16,0,386.0
969.0,812.0,1189.0,14.9,53.4,0.8998,13,3,259.0
1214.0,1203.0,1739.0,20.7,58.6,1.4142,12,2,445.0
937.0,640.0,870.0,2.1,60.3,0.4368,6,3,194.0
953.0,722.0,1148.0,10.3,77.6,0.9743,3,6,138.0
1590.0,1219.0,1677.0,17.6,59.7,1.188,13,3,602.0
1062.0,884.0,1062.0,5.1,65.5,0.5811,2,6,293.0
1155.0,1034.0,1061.0,8.2,30.1,0.327,21,1,445.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,4,2,103.0
1161.0,815.0,1582.0,16.1,60.0,1.0919,0,0,93.0
752.0,521.0,1247.0,19.7,61.9,1.4017,4,4,32.0
840.0,649.0,869.0,3.3,53.5,0.418,5,6,126.0
1187.0,931.0,1093.0,4.3,64.1,0.537,5,4,251.0
1508.0,1246.0,1498.0,8.1,73.8,0.7968,23,4,797.0
974.0,778.0,905.0,9.4,32.7,0.3855,10,1,286.0
962.0,880.0,1484.0,24.4,45.6,1.3779,1,3,167.0
1317.0,1327.0,1996.0,34.5,25.5,1.368,20,3,228.0
1247.0,1238.0,1948.0,12.9,69.1,1.0249,17,4,187.0
1011.0,1051.0,1659.0,25.3,41.7,1.3243,9,0,111.0
953.0,781.0,1356.0,29.8,28.0,1.1558,14,0,141.0
1440.0,1311.0,1476.0,9.3,54.5,0.6415,11,4,815.0
1014.0,737.0,1288.0,13.2,84.4,1.2779,2,1,124.0
1366.0,1027.0,1328.0,9.2,67.3,0.7851,3,5,141.0
1062.0,691.0,1377.0,11.5,63.1,0.8533,5,6,53.0
974.0,635.0,1387.0,12.9,68.5,1.0155,3,4,141.0
993.0,640.0,1110.0,13.0,65.3,0.9704,4,6,85.0
1059.0,905.0,1098.0,7.3,52.8,0.5404,21,4,356.0
1021.0,985.0,1524.0,23.3,46.2,1.301,15,3,339.0
1087.0,964.0,1633.0,21.3,59.4,1.4918,6,1,141.0
1479.0,1490.0,2146.0,23.5,49.7,1.4156,9,0,737.0
914.0,1014.0,1597.0,29.1,22.3,0.8811,16,3,141.0
1216.0,1050.0,1311.0,23.3,23.8,0.6738,16,2,361.0
703.0,512.0,837.0,10.5,37.9,0.4821,15,6,81.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,20,6,75.0
816.0,742.0,1305.0,35.5,18.2,1.0376,12,6,141.0
1143.0,1319.0,2001.0,28.7,31.2,1.2099,19,1,192.0
731.0,408.0,561.0,-0.3,38.4,0.2347,5,1,32.0
1288.0,1064.0,1446.0,22.8,34.9,0.9576,17,0,317.0
1666.0,1573.0,2195.0,23.3,54.4,1.5386,20,2,141.0
1145.0,1074.0,1186.0,16.5,21.6,0.4012,18,3,393.0
1376.0,1359.0,1998.0,26.2,46.0,1.5422,12,4,422.0
1274.0,1136.0,1233.0,11.5,35.9,0.4862,21,3,684.0
1327.0,1259.0,1826.0,22.4,60.8,1.6261,12,5,481.0
1380.0,1345.0,1856.0,20.0,69.0,1.5956,21,3,480.0
1112.0,833.0,1104.0,6.6,61.3,0.5995,23,4,260.0
897.0,656.0,964.0,8.9,44.1,0.5039,9,4,141.0
1315.0,1072.0,1833.0,16.3,73.2,1.3458,10,4,191.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,14,2,241.0
875.0,635.0,1133.0,15.7,59.5,1.0534,2,5,117.0
1161.0,938.0,1597.0,16.3,55.3,1.0178,2,5,109.0
875.0,753.0,1402.0,38.3,19.8,1.3067,12,6,31.0
1112.0,1161.0,1499.0,34.3,17.7,0.9416,12,4,345.0
741.0,580.0,952.0,5.1,68.7,0.6077,3,1,141.0
1078.0,824.0,1016.0,6.9,48.2,0.4832,22,3,265.0
1256.0,1430.0,2151.0,30.8,27.2,1.1832,19,1,255.0
863.0,824.0,1469.0,22.2,38.4,1.0126,2,2,65.0
1169.0,1039.0,1550.0,17.8,30.3,0.6129,19,6,124.0
1354.0,1321.0,1799.0,20.8,56.3,1.3664,12,4,445.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,21,4,219.0
939.0,872.0,870.0,1.4,38.0,0.2615,20,0,297.0
907.0,665.0,1370.0,19.9,66.0,1.5141,6,6,141.0
1436.0,1299.0,1616.0,13.6,58.9,0.9139,16,1,581.0
896.0,668.0,887.0,3.3,50.2,0.3934,8,2,227.0
1383.0,1406.0,1582.0,29.9,22.3,0.9235,19,2,502.0
1138.0,985.0,1710.0,25.2,42.7,1.3473,23,5,120.0
814.0,657.0,1332.0,30.4,30.8,1.3155,11,5,141.0
975.0,787.0,1238.0,11.7,77.8,1.0689,1,3,223.0
1846.0,1474.0,1712.0,11.4,55.4,0.7471,20,5,952.0
1173.0,1170.0,1551.0,17.3,57.1,1.1161,17,0,379.0
1421.0,1313.0,1983.0,18.0,75.7,1.5527,7,2,517.0
1196.0,885.0,1589.0,17.4,51.8,1.023,22,0,85.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,21,6,74.0
1263.0,1143.0,1736.0,26.6,49.3,1.6872,13,3,141.0
1713.0,1728.0,2386.0,24.4,56.0,1.6885,17,1,715.0
867.0,645.0,1385.0,25.7,43.8,1.4233,2,1,23.0
1405.0,1224.0,1503.0,6.7,74.2,0.7326,18,3,601.0
956.0,784.0,1634.0,25.3,47.6,1.5108,6,1,57.0
840.0,661.0,757.0,4.0,36.8,0.3016,13,0,185.0
870.0,745.0,1400.0,34.0,25.2,1.314,17,4,54.0
1267.0,1276.0,2059.0,30.1,32.8,1.3795,10,2,247.0
1015.0,608.0,1027.0,10.3,59.4,0.7459,4,5,113.0
912.0,810.0,1511.0,28.3,35.5,1.3414,0,1,52.0
1305.0,1245.0,1742.0,19.3,66.2,1.4706,11,0,529.0
1027.0,981.0,1631.0,28.2,28.7,1.0806,21,6,120.0
1087.0,938.0,1613.0,29.8,39.6,1.6324,19,5,141.0
1313.0,1285.0,1803.0,17.7,75.6,1.5226,22,0,464.0
1208.0,1083.0,1702.0,31.0,22.6,1.0012,14,2,121.0
825.0,694.0,1415.0,19.4,64.5,1.4394,5,6,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,0,5,136.0
1304.0,1212.0,1585.0,21.5,39.1,0.9914,18,2,444.0
1263.0,990.0,1465.0,17.3,60.8,1.1885,22,5,303.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,14,2,861.0
1555.0,1377.0,1834.0,14.6,81.6,1.3448,10,4,897.0
849.0,744.0,1496.0,22.8,43.9,1.202,1,2,51.0
1100.0,1057.0,1126.0,12.2,28.7,0.4077,19,5,391.0
1027.0,936.0,1696.0,27.1,38.3,1.3548,11,3,152.0
1192.0,887.0,1488.0,26.9,44.4,1.5538,17,6,141.0
787.0,620.0,1403.0,22.7,43.8,1.1952,3,4,141.0
789.0,623.0,1407.0,22.0,44.3,1.1553,4,4,36.0
1041.0,962.0,1694.0,24.6,45.1,1.3714,8,1,119.0
698.0,424.0,903.0,10.8,50.9,0.657,5,0,20.0
925.0,831.0,1662.0,23.4,64.9,1.843,1,5,57.0
1176.0,822.0,1294.0,24.2,38.1,1.1357,17,0,213.0
861.0,654.0,919.0,6.7,50.7,0.4998,2,4,141.0
1288.0,1220.0,1391.0,9.6,53.7,0.6409,10,0,576.0
783.0,522.0,832.0,7.6,46.4,0.4869,3,4,141.0
928.0,716.0,1252.0,39.4,13.7,0.9639,13,6,39.0
1028.0,615.0,1340.0,10.4,67.6,0.853,7,6,74.0
1059.0,1060.0,1638.0,34.1,19.1,1.0048,11,0,204.0
1082.0,965.0,1649.0,39.6,23.3,1.6535,17,1,105.0
929.0,752.0,1385.0,38.8,23.7,1.6093,13,1,51.0
1182.0,761.0,1338.0,17.5,67.1,1.3342,12,6,206.0
950.0,622.0,1093.0,12.0,64.6,0.906,4,3,89.0
936.0,844.0,1365.0,22.1,43.5,1.1443,0,5,186.0
1026.0,927.0,1781.0,22.8,56.1,1.5353,21,2,102.0
1109.0,855.0,1220.0,12.9,72.1,1.0658,0,5,244.0
1274.0,1197.0,2023.0,24.7,47.1,1.44,23,2,192.0
1146.0,900.0,1280.0,9.9,80.5,0.984,1,0,283.0
1015.0,839.0,1473.0,21.4,69.3,1.7515,4,3,99.0
716.0,390.0,551.0,-0.1,37.5,0.2326,4,1,29.0
1153.0,933.0,1133.0,4.7,69.0,0.5936,0,5,443.0
733.0,574.0,964.0,4.1,73.1,0.6074,5,1,141.0
1079.0,966.0,1640.0,27.4,32.0,1.1545,9,4,154.0
1443.0,1003.0,1356.0,8.1,85.0,0.9221,7,6,341.0
824.0,602.0,1337.0,21.1,63.8,1.5817,4,3,54.0
1334.0,1174.0,1432.0,6.5,60.9,0.5919,10,4,744.0
1240.0,1175.0,1895.0,36.0,28.0,1.6304,11,5,196.0
894.0,820.0,1072.0,13.8,36.2,0.569,11,0,288.0
1025.0,913.0,1035.0,13.4,29.0,0.4436,14,5,272.0
1915.0,1889.0,2603.0,24.8,53.9,1.6683,17,3,1052.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,1,2,352.0
1531.0,1238.0,1583.0,12.7,77.5,1.1339,1,5,685.0
885.0,773.0,1641.0,18.5,70.7,1.4962,3,2,141.0
1549.0,1485.0,1638.0,2.8,64.2,0.4859,9,2,883.0
1207.0,868.0,1532.0,13.9,64.0,1.013,23,3,119.0
1038.0,907.0,1492.0,14.2,46.3,0.7438,14,3,106.0
886.0,589.0,1001.0,15.1,47.6,0.8139,23,3,83.0
1153.0,798.0,1184.0,21.5,35.7,0.905,17,6,187.0
1041.0,846.0,1112.0,5.6,68.9,0.6328,7,0,351.0
1212.0,966.0,1691.0,19.4,52.1,1.1642,21,6,152.0
1141.0,1128.0,1738.0,28.3,25.0,0.9495,12,4,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,17,1,276.0
1296.0,1435.0,1899.0,20.8,57.9,1.407,9,1,562.0
1111.0,931.0,1069.0,7.3,39.4,0.4035,10,3,389.0
938.0,734.0,1607.0,21.4,75.5,1.9069,5,4,65.0
1055.0,795.0,1476.0,20.4,64.1,1.5178,8,6,141.0
966.0,587.0,1017.0,11.5,56.8,0.7706,3,3,106.0
1016.0,929.0,1724.0,25.2,43.0,1.358,22,3,87.0
877.0,658.0,1349.0,28.3,36.7,1.3878,1,1,25.0
1374.0,1239.0,1569.0,13.7,57.9,0.9063,15,1,487.0
1231.0,1017.0,1207.0,5.2,70.0,0.6232,23,5,492.0
998.0,913.0,1635.0,34.7,26.5,1.4408,12,0,90.0
1177.0,837.0,1161.0,8.3,64.2,0.7071,23,2,265.0
1118.0,995.0,1779.0,35.1,32.4,1.7996,13,1,144.0
1303.0,1177.0,1619.0,20.0,63.2,1.4581,20,4,348.0
898.0,676.0,1307.0,14.0,43.8,0.6959,6,0,70.0
923.0,761.0,840.0,12.1,20.7,0.2906,16,1,218.0
1263.0,1138.0,1533.0,12.1,67.3,0.9499,8,2,371.0
962.0,841.0,901.0,11.5,22.1,0.2987,17,1,252.0
777.0,580.0,963.0,15.5,42.4,0.74,9,6,100.0
960.0,704.0,1003.0,3.3,68.2,0.5346,9,6,226.0
932.0,685.0,820.0,4.0,39.0,0.3203,23,6,186.0
